Income,Needs,Wants,Savings,Total_Spending,Financial_Balance,Tipe
75042000.0,33687000.0,41462000.0,5996000.0,75149000.0,-107000.0,boros
91044000.0,50870000.0,29549000.0,17719000.0,80419000.0,10625000.0,hemat
46085000.0,26547000.0,15797000.0,11741000.0,42344000.0,3741000.0,hemat
64568000.0,36486000.0,19951000.0,16681000.0,56437000.0,8131000.0,hemat
78467000.0,49827000.0,27835000.0,11305000.0,77662000.0,805000.0,normal
36589000.0,25559000.0,8189000.0,8697000.0,33748000.0,2841000.0,hemat
9034000.0,4571000.0,4729000.0,626000.0,9300000.0,-266000.0,boros
6565000.0,3905000.0,1695000.0,1810000.0,5600000.0,965000.0,hemat
83219000.0,38549000.0,50220000.0,3466000.0,88769000.0,-5550000.0,boros
1902000.0,1180000.0,630000.0,393000.0,1810000.0,92000.0,hemat
29486000.0,19793000.0,8333000.0,5118000.0,28126000.0,1360000.0,hemat
76204000.0,38091000.0,43943000.0,3024000.0,82034000.0,-5830000.0,boros
34387000.0,16532000.0,22729000.0,1594000.0,39261000.0,-4874000.0,boros
18843000.0,11777000.0,5368000.0,4222000.0,17145000.0,1698000.0,hemat
13037000.0,6438000.0,7606000.0,737000.0,14044000.0,-1007000.0,boros
4743000.0,3522000.0,1242000.0,614000.0,4764000.0,-21000.0,hemat
58802000.0,31750000.0,30011000.0,3499000.0,61761000.0,-2959000.0,boros
31450000.0,14295000.0,17366000.0,2416000.0,31661000.0,-211000.0,boros
2920000.0,1800000.0,720000.0,661000.0,2520000.0,400000.0,hemat
9083000.0,6739000.0,1563000.0,1774000.0,8302000.0,781000.0,hemat
75395000.0,55716000.0,13969000.0,15309000.0,69685000.0,5710000.0,hemat
12581000.0,5467000.0,7302000.0,1350000.0,12769000.0,-188000.0,boros
46420000.0,27894000.0,11574000.0,11124000.0,39468000.0,6952000.0,hemat
32504000.0,18424000.0,11452000.0,6096000.0,29876000.0,2628000.0,normal
20068000.0,11590000.0,8066000.0,2080000.0,19656000.0,412000.0,normal
11975000.0,9266000.0,2440000.0,2535000.0,11706000.0,269000.0,hemat
58691000.0,36240000.0,21409000.0,6874000.0,57649000.0,1042000.0,normal
72647000.0,45733000.0,32435000.0,9283000.0,78168000.0,-5521000.0,normal
54133000.0,21899000.0,31649000.0,7123000.0,53548000.0,585000.0,boros
34998000.0,22496000.0,7978000.0,8362000.0,30474000.0,4524000.0,hemat
29441000.0,15291000.0,15571000.0,1343000.0,30862000.0,-1421000.0,boros
35261000.0,18301000.0,13364000.0,5874000.0,31665000.0,3596000.0,hemat
34534000.0,15286000.0,20615000.0,2018000.0,35901000.0,-1367000.0,boros
47088000.0,24952000.0,20087000.0,6999000.0,45039000.0,2049000.0,normal
31282000.0,20277000.0,9085000.0,8542000.0,29362000.0,1920000.0,hemat
55666000.0,27309000.0,28749000.0,3081000.0,56058000.0,-392000.0,boros
10729000.0,6069000.0,5690000.0,472000.0,11759000.0,-1030000.0,boros
25363000.0,14572000.0,13043000.0,1226000.0,27615000.0,-2252000.0,boros
63596000.0,42180000.0,20767000.0,10112000.0,62947000.0,649000.0,normal
71230000.0,45138000.0,11366000.0,19867000.0,56504000.0,14726000.0,hemat
60704000.0,26737000.0,35099000.0,6289000.0,61836000.0,-1132000.0,boros
32159000.0,19146000.0,8063000.0,8257000.0,27209000.0,4950000.0,hemat
38578000.0,24779000.0,14061000.0,6893000.0,38840000.0,-262000.0,normal
17735000.0,10822000.0,6410000.0,2597000.0,17232000.0,503000.0,normal
87999000.0,53847000.0,22457000.0,21151000.0,76304000.0,11695000.0,hemat
79597000.0,48158000.0,26093000.0,13390000.0,74251000.0,5346000.0,normal
85427000.0,57355000.0,26792000.0,10276000.0,84147000.0,1280000.0,normal
49945000.0,23450000.0,31225000.0,3077000.0,54675000.0,-4730000.0,boros
44611000.0,19048000.0,25066000.0,3451000.0,44114000.0,497000.0,boros
77451000.0,37408000.0,44479000.0,5468000.0,81887000.0,-4436000.0,boros
38356000.0,20760000.0,19419000.0,1920000.0,40179000.0,-1823000.0,boros
26097000.0,15315000.0,9456000.0,3488000.0,24771000.0,1326000.0,normal
42403000.0,28956000.0,15319000.0,6737000.0,44275000.0,-1872000.0,normal
17332000.0,9897000.0,7097000.0,1783000.0,16994000.0,338000.0,normal
70579000.0,28634000.0,42381000.0,5508000.0,71015000.0,-436000.0,boros
40553000.0,20470000.0,19638000.0,4903000.0,40108000.0,445000.0,boros
58315000.0,34212000.0,22833000.0,8926000.0,57045000.0,1270000.0,normal
53351000.0,28732000.0,17154000.0,13293000.0,45886000.0,7465000.0,hemat
53086000.0,17849000.0,37270000.0,4185000.0,55119000.0,-2033000.0,boros
86574000.0,48148000.0,26425000.0,18592000.0,74573000.0,12001000.0,hemat
6919000.0,4012000.0,2801000.0,658000.0,6813000.0,106000.0,normal
58187000.0,33201000.0,22097000.0,6663000.0,55298000.0,2889000.0,normal
25666000.0,13830000.0,9299000.0,4659000.0,23129000.0,2537000.0,normal
13085000.0,6375000.0,6912000.0,911000.0,13287000.0,-202000.0,boros
6433000.0,3254000.0,3381000.0,723000.0,6635000.0,-202000.0,boros
75575000.0,47415000.0,22955000.0,12729000.0,70370000.0,5205000.0,normal
36594000.0,23463000.0,8971000.0,8913000.0,32434000.0,4160000.0,normal
63615000.0,41423000.0,13590000.0,15484000.0,55013000.0,8602000.0,hemat
85468000.0,58405000.0,24070000.0,10323000.0,82475000.0,2993000.0,normal
79549000.0,37147000.0,46247000.0,2902000.0,83394000.0,-3845000.0,boros
23090000.0,15502000.0,5311000.0,4979000.0,20813000.0,2277000.0,hemat
54293000.0,27148000.0,31910000.0,5107000.0,59058000.0,-4765000.0,boros
27345000.0,14000000.0,10737000.0,6555000.0,24737000.0,2608000.0,normal
6299000.0,3512000.0,2143000.0,1151000.0,5655000.0,644000.0,hemat
81192000.0,48034000.0,21832000.0,20922000.0,69866000.0,11326000.0,hemat
65116000.0,40995000.0,17448000.0,12543000.0,58443000.0,6673000.0,hemat
71503000.0,44808000.0,21584000.0,17134000.0,66392000.0,5111000.0,hemat
26355000.0,16140000.0,6886000.0,5980000.0,23026000.0,3329000.0,hemat
25452000.0,14959000.0,7460000.0,6912000.0,22419000.0,3033000.0,hemat
20172000.0,11106000.0,9573000.0,1286000.0,20679000.0,-507000.0,boros
26925000.0,12692000.0,14417000.0,3043000.0,27109000.0,-184000.0,boros
10873000.0,5508000.0,6207000.0,701000.0,11715000.0,-842000.0,boros
63129000.0,28413000.0,40941000.0,4673000.0,69354000.0,-6225000.0,boros
90788000.0,47751000.0,35993000.0,13563000.0,83744000.0,7044000.0,normal
80525000.0,47464000.0,28744000.0,15302000.0,76208000.0,4317000.0,normal
15210000.0,8074000.0,6296000.0,2046000.0,14370000.0,840000.0,normal
19811000.0,8257000.0,13035000.0,1391000.0,21292000.0,-1481000.0,boros
32598000.0,18927000.0,9033000.0,9487000.0,27960000.0,4638000.0,hemat
18348000.0,8279000.0,11498000.0,1785000.0,19777000.0,-1429000.0,boros
60601000.0,38107000.0,21389000.0,9298000.0,59496000.0,1105000.0,normal
61737000.0,39966000.0,21883000.0,13239000.0,61849000.0,-112000.0,normal
67166000.0,42810000.0,22363000.0,11099000.0,65173000.0,1993000.0,normal
52109000.0,24901000.0,31571000.0,2786000.0,56472000.0,-4363000.0,boros
23651000.0,11581000.0,13189000.0,2138000.0,24770000.0,-1119000.0,boros
12812000.0,8035000.0,3167000.0,2744000.0,11202000.0,1610000.0,hemat
46454000.0,26486000.0,12383000.0,10832000.0,38869000.0,7585000.0,hemat
82403000.0,48155000.0,24273000.0,15926000.0,72428000.0,9975000.0,normal
26154000.0,10001000.0,17615000.0,1396000.0,27616000.0,-1462000.0,boros
29907000.0,18329000.0,9464000.0,6107000.0,27793000.0,2114000.0,normal
65540000.0,46908000.0,12070000.0,13404000.0,58978000.0,6562000.0,hemat
33030000.0,20680000.0,9347000.0,5560000.0,30027000.0,3003000.0,hemat
78401000.0,39108000.0,42601000.0,5819000.0,81709000.0,-3308000.0,boros
82218000.0,29745000.0,51091000.0,5965000.0,80836000.0,1382000.0,boros
82051000.0,52820000.0,20670000.0,17096000.0,73490000.0,8561000.0,hemat
61166000.0,44926000.0,24644000.0,7826000.0,69570000.0,-8404000.0,normal
7189000.0,2590000.0,4511000.0,627000.0,7101000.0,88000.0,boros
49779000.0,27726000.0,22469000.0,3636000.0,50195000.0,-416000.0,boros
43420000.0,30332000.0,12088000.0,6362000.0,42420000.0,1000000.0,normal
43784000.0,28511000.0,6382000.0,12392000.0,34893000.0,8891000.0,hemat
62849000.0,36410000.0,18665000.0,11382000.0,55075000.0,7774000.0,hemat
69782000.0,40550000.0,25062000.0,9959000.0,65612000.0,4170000.0,normal
48226000.0,30063000.0,17070000.0,8064000.0,47133000.0,1093000.0,normal
70194000.0,33536000.0,37794000.0,4479000.0,71330000.0,-1136000.0,boros
23197000.0,14251000.0,8650000.0,3093000.0,22901000.0,296000.0,normal
61097000.0,35379000.0,21686000.0,7680000.0,57065000.0,4032000.0,normal
56657000.0,33352000.0,19080000.0,9297000.0,52432000.0,4225000.0,normal
31608000.0,20104000.0,11519000.0,3082000.0,31623000.0,-15000.0,normal
48206000.0,19001000.0,28098000.0,4023000.0,47099000.0,1107000.0,boros
88928000.0,41272000.0,49021000.0,8567000.0,90293000.0,-1365000.0,boros
65099000.0,24972000.0,37665000.0,8000000.0,62637000.0,2462000.0,boros
43753000.0,23342000.0,19421000.0,2601000.0,42763000.0,990000.0,boros
62839000.0,31405000.0,35266000.0,5104000.0,66671000.0,-3832000.0,boros
36112000.0,20359000.0,10963000.0,8133000.0,31322000.0,4790000.0,hemat
31032000.0,17458000.0,11733000.0,4164000.0,29191000.0,1841000.0,normal
46620000.0,29161000.0,16105000.0,6088000.0,45266000.0,1354000.0,normal
42322000.0,25190000.0,11483000.0,9404000.0,36673000.0,5649000.0,hemat
85030000.0,60558000.0,17949000.0,16457000.0,78507000.0,6523000.0,hemat
89165000.0,56195000.0,27597000.0,13336000.0,83792000.0,5373000.0,normal
28960000.0,20620000.0,7412000.0,5964000.0,28032000.0,928000.0,hemat
7647000.0,3295000.0,4565000.0,635000.0,7860000.0,-213000.0,boros
19986000.0,10615000.0,9880000.0,1310000.0,20495000.0,-509000.0,boros
85751000.0,52502000.0,24540000.0,16228000.0,77042000.0,8709000.0,normal
15363000.0,9851000.0,3795000.0,3155000.0,13646000.0,1717000.0,hemat
56889000.0,33932000.0,17647000.0,10707000.0,51579000.0,5310000.0,hemat
5163000.0,2335000.0,2986000.0,538000.0,5321000.0,-158000.0,boros
46010000.0,20925000.0,29401000.0,1877000.0,50326000.0,-4316000.0,boros
37535000.0,22418000.0,15264000.0,4236000.0,37682000.0,-147000.0,normal
65650000.0,23598000.0,43047000.0,4815000.0,66645000.0,-995000.0,boros
48219000.0,30792000.0,13831000.0,7331000.0,44623000.0,3596000.0,normal
45510000.0,31022000.0,9141000.0,9106000.0,40163000.0,5347000.0,hemat
53927000.0,37994000.0,11417000.0,13657000.0,49411000.0,4516000.0,hemat
64717000.0,41809000.0,15242000.0,13764000.0,57051000.0,7666000.0,hemat
54886000.0,43713000.0,10377000.0,11394000.0,54090000.0,796000.0,hemat
78657000.0,40883000.0,34975000.0,12565000.0,75858000.0,2799000.0,normal
11907000.0,7235000.0,3108000.0,2832000.0,10343000.0,1564000.0,hemat
84655000.0,49430000.0,33804000.0,12887000.0,83234000.0,1421000.0,normal
61492000.0,24384000.0,39446000.0,4312000.0,63830000.0,-2338000.0,boros
18662000.0,8100000.0,12521000.0,900000.0,20621000.0,-1959000.0,boros
37468000.0,22026000.0,18183000.0,2699000.0,40209000.0,-2741000.0,boros
27297000.0,17129000.0,9896000.0,5333000.0,27025000.0,272000.0,normal
65926000.0,40719000.0,21029000.0,10841000.0,61748000.0,4178000.0,normal
92891000.0,59682000.0,13570000.0,26467000.0,73252000.0,19639000.0,hemat
77744000.0,37534000.0,46377000.0,2973000.0,83911000.0,-6167000.0,boros
73073000.0,40986000.0,40241000.0,5165000.0,81227000.0,-8154000.0,boros
39080000.0,26797000.0,8479000.0,7158000.0,35276000.0,3804000.0,hemat
40969000.0,17642000.0,23033000.0,3791000.0,40675000.0,294000.0,boros
20640000.0,9861000.0,8209000.0,3815000.0,18070000.0,2570000.0,normal
34505000.0,19722000.0,13177000.0,5658000.0,32899000.0,1606000.0,normal
58113000.0,39612000.0,14367000.0,9293000.0,53979000.0,4134000.0,normal
79225000.0,31020000.0,49297000.0,4203000.0,80317000.0,-1092000.0,boros
7002000.0,3132000.0,4214000.0,387000.0,7346000.0,-344000.0,boros
82301000.0,36404000.0,48977000.0,9882000.0,85381000.0,-3080000.0,boros
23741000.0,13811000.0,7972000.0,3900000.0,21783000.0,1958000.0,normal
19380000.0,11385000.0,7427000.0,2832000.0,18812000.0,568000.0,normal
38168000.0,17076000.0,21667000.0,2032000.0,38743000.0,-575000.0,boros
58999000.0,38758000.0,17818000.0,7888000.0,56576000.0,2423000.0,normal
51247000.0,34321000.0,12862000.0,10641000.0,47183000.0,4064000.0,hemat
22976000.0,11783000.0,13030000.0,1914000.0,24813000.0,-1837000.0,boros
80993000.0,56737000.0,25058000.0,13809000.0,81795000.0,-802000.0,normal
51686000.0,32088000.0,17975000.0,10940000.0,50063000.0,1623000.0,hemat
70270000.0,40127000.0,35360000.0,7106000.0,75487000.0,-5217000.0,boros
83232000.0,50258000.0,36368000.0,4505000.0,86626000.0,-3394000.0,boros
35385000.0,25075000.0,9972000.0,6068000.0,35047000.0,338000.0,normal
22828000.0,15684000.0,4392000.0,4665000.0,20076000.0,2752000.0,hemat
52114000.0,33204000.0,12879000.0,18684000.0,46083000.0,6031000.0,hemat
32487000.0,17836000.0,12004000.0,5112000.0,29840000.0,2647000.0,normal
36845000.0,21272000.0,10444000.0,8088000.0,31716000.0,5129000.0,hemat
13111000.0,7574000.0,5913000.0,2046000.0,13487000.0,-376000.0,normal
75787000.0,37550000.0,28851000.0,15787000.0,66401000.0,9386000.0,normal
70888000.0,37342000.0,29696000.0,11484000.0,67038000.0,3850000.0,normal
58476000.0,23327000.0,36089000.0,5132000.0,59416000.0,-940000.0,boros
36165000.0,22153000.0,8941000.0,8458000.0,31094000.0,5071000.0,hemat
86829000.0,55110000.0,29662000.0,12146000.0,84772000.0,2057000.0,normal
34222000.0,16910000.0,15156000.0,5075000.0,32066000.0,2156000.0,normal
57566000.0,34231000.0,18073000.0,10317000.0,52304000.0,5262000.0,hemat
14961000.0,6486000.0,8706000.0,1303000.0,15192000.0,-231000.0,boros
14599000.0,6054000.0,8930000.0,760000.0,14984000.0,-385000.0,boros
82972000.0,40249000.0,46514000.0,9943000.0,86763000.0,-3791000.0,boros
65898000.0,39403000.0,21238000.0,12885000.0,60641000.0,5257000.0,hemat
3674000.0,2811000.0,853000.0,919000.0,3664000.0,10000.0,hemat
55925000.0,30151000.0,25856000.0,8609000.0,56007000.0,-82000.0,normal
6140000.0,3554000.0,1423000.0,1682000.0,4977000.0,1163000.0,hemat
67997000.0,41381000.0,25272000.0,8432000.0,66653000.0,1344000.0,normal
6338000.0,4532000.0,1334000.0,1470000.0,5866000.0,472000.0,hemat
34322000.0,21558000.0,10986000.0,5473000.0,32544000.0,1778000.0,normal
37356000.0,21558000.0,12468000.0,5249000.0,34026000.0,3330000.0,normal
53709000.0,34013000.0,13982000.0,11599000.0,47995000.0,5714000.0,hemat
20160000.0,10317000.0,10950000.0,1574000.0,21267000.0,-1107000.0,boros
64366000.0,29769000.0,35570000.0,4553000.0,65339000.0,-973000.0,boros
49939000.0,28450000.0,17005000.0,9172000.0,45455000.0,4484000.0,normal
29097000.0,17619000.0,10071000.0,7303000.0,27690000.0,1407000.0,hemat
73810000.0,44073000.0,24454000.0,9388000.0,68527000.0,5283000.0,normal
56398000.0,25264000.0,31636000.0,3988000.0,56900000.0,-502000.0,boros
80249000.0,51846000.0,24684000.0,13401000.0,76530000.0,3719000.0,normal
45813000.0,25076000.0,20498000.0,7031000.0,45574000.0,239000.0,normal
28442000.0,13217000.0,17693000.0,2092000.0,30910000.0,-2468000.0,boros
2183000.0,1425000.0,693000.0,419000.0,2118000.0,65000.0,normal
52612000.0,35179000.0,13217000.0,9431000.0,48396000.0,4216000.0,hemat
83844000.0,47484000.0,31456000.0,11336000.0,78940000.0,4904000.0,normal
13022000.0,8423000.0,5110000.0,1234000.0,13533000.0,-511000.0,normal
90833000.0,45546000.0,40597000.0,12130000.0,86143000.0,4690000.0,normal
59055000.0,29365000.0,31600000.0,3942000.0,60965000.0,-1910000.0,boros
22804000.0,12959000.0,5208000.0,7757000.0,18167000.0,4637000.0,hemat
86330000.0,54454000.0,26301000.0,13411000.0,80755000.0,5575000.0,normal
85682000.0,49787000.0,32770000.0,16168000.0,82557000.0,3125000.0,normal
4385000.0,2994000.0,1033000.0,968000.0,4027000.0,358000.0,normal
78179000.0,44622000.0,31185000.0,20196000.0,75807000.0,2372000.0,normal
24514000.0,14140000.0,10253000.0,3374000.0,24393000.0,121000.0,normal
66862000.0,32972000.0,36398000.0,4611000.0,69370000.0,-2508000.0,boros
26698000.0,16455000.0,5912000.0,7239000.0,22367000.0,4331000.0,hemat
41864000.0,27275000.0,12002000.0,7367000.0,39277000.0,2587000.0,hemat
24801000.0,16675000.0,9088000.0,2747000.0,25763000.0,-962000.0,normal
65238000.0,40366000.0,16463000.0,16004000.0,56829000.0,8409000.0,hemat
74698000.0,36617000.0,39833000.0,4098000.0,76450000.0,-1752000.0,boros
65210000.0,39383000.0,18432000.0,15864000.0,57815000.0,7395000.0,normal
90368000.0,56295000.0,24136000.0,15178000.0,80431000.0,9937000.0,normal
14424000.0,7810000.0,6584000.0,1651000.0,14394000.0,30000.0,normal
53902000.0,29791000.0,20107000.0,8813000.0,49898000.0,4004000.0,normal
83900000.0,51222000.0,30960000.0,12120000.0,82182000.0,1718000.0,normal
40475000.0,23142000.0,22051000.0,2318000.0,45193000.0,-4718000.0,boros
82998000.0,49442000.0,30030000.0,9980000.0,79472000.0,3526000.0,normal
2797000.0,1092000.0,1692000.0,258000.0,2784000.0,13000.0,boros
88126000.0,52897000.0,22670000.0,18437000.0,75567000.0,12559000.0,hemat
6100000.0,2609000.0,3794000.0,543000.0,6403000.0,-303000.0,boros
6723000.0,2798000.0,4273000.0,733000.0,7071000.0,-348000.0,boros
32452000.0,16372000.0,15512000.0,5672000.0,31884000.0,568000.0,normal
79252000.0,45710000.0,27746000.0,10431000.0,73456000.0,5796000.0,normal
9596000.0,6056000.0,2327000.0,2165000.0,8383000.0,1213000.0,hemat
83909000.0,38379000.0,35982000.0,18200000.0,74361000.0,9548000.0,normal
22126000.0,12830000.0,7974000.0,3255000.0,20804000.0,1322000.0,normal
6532000.0,3512000.0,1544000.0,1789000.0,5056000.0,1476000.0,hemat
49742000.0,25044000.0,23661000.0,8502000.0,48705000.0,1037000.0,normal
76060000.0,42276000.0,35332000.0,5413000.0,77608000.0,-1548000.0,boros
88457000.0,47692000.0,38744000.0,10035000.0,86436000.0,2021000.0,normal
22579000.0,15584000.0,4007000.0,5706000.0,19591000.0,2988000.0,hemat
75086000.0,42320000.0,31752000.0,10729000.0,74072000.0,1014000.0,normal
13677000.0,7464000.0,7471000.0,835000.0,14935000.0,-1258000.0,boros
65476000.0,30783000.0,39497000.0,5206000.0,70280000.0,-4804000.0,boros
4614000.0,2418000.0,2346000.0,403000.0,4764000.0,-150000.0,boros
35845000.0,26656000.0,8720000.0,4805000.0,35376000.0,469000.0,normal
72302000.0,47919000.0,26495000.0,7176000.0,74414000.0,-2112000.0,normal
13024000.0,5118000.0,8602000.0,964000.0,13720000.0,-696000.0,boros
58013000.0,32926000.0,15811000.0,12436000.0,48737000.0,9276000.0,hemat
72700000.0,50100000.0,13661000.0,19150000.0,63761000.0,8939000.0,hemat
20200000.0,11196000.0,7532000.0,3580000.0,18728000.0,1472000.0,normal
74605000.0,45934000.0,23482000.0,10900000.0,69416000.0,5189000.0,hemat
30357000.0,15540000.0,14981000.0,1448000.0,30521000.0,-164000.0,boros
38716000.0,22995000.0,13067000.0,5347000.0,36062000.0,2654000.0,normal
70133000.0,37620000.0,28261000.0,9298000.0,65881000.0,4252000.0,normal
76882000.0,46913000.0,21555000.0,14559000.0,68468000.0,8414000.0,hemat
27602000.0,17408000.0,6303000.0,7998000.0,23711000.0,3891000.0,hemat
21448000.0,11400000.0,10606000.0,1477000.0,22006000.0,-558000.0,boros
48754000.0,33808000.0,11430000.0,11692000.0,45238000.0,3516000.0,hemat
51202000.0,22794000.0,30872000.0,4624000.0,53666000.0,-2464000.0,boros
9373000.0,5995000.0,2638000.0,1994000.0,8633000.0,740000.0,hemat
52695000.0,30860000.0,13600000.0,13206000.0,44460000.0,8235000.0,hemat
59034000.0,28315000.0,32599000.0,3293000.0,60914000.0,-1880000.0,boros
10597000.0,6600000.0,2464000.0,2465000.0,9064000.0,1533000.0,hemat
73059000.0,36627000.0,39197000.0,6382000.0,75824000.0,-2765000.0,boros
48710000.0,26230000.0,16626000.0,8632000.0,42856000.0,5854000.0,normal
53790000.0,34426000.0,14791000.0,11679000.0,49217000.0,4573000.0,normal
43255000.0,27003000.0,18041000.0,7827000.0,45044000.0,-1789000.0,normal
43660000.0,31108000.0,8196000.0,10128000.0,39304000.0,4356000.0,hemat
28663000.0,17639000.0,8725000.0,5185000.0,26364000.0,2299000.0,hemat
31051000.0,21838000.0,10903000.0,5191000.0,32741000.0,-1690000.0,normal
66650000.0,43213000.0,13979000.0,14155000.0,57192000.0,9458000.0,hemat
59089000.0,38721000.0,15028000.0,10234000.0,53749000.0,5340000.0,hemat
55299000.0,29861000.0,29104000.0,2195000.0,58965000.0,-3666000.0,boros
71007000.0,46648000.0,16361000.0,17664000.0,63009000.0,7998000.0,hemat
48582000.0,20000000.0,31593000.0,3031000.0,51593000.0,-3011000.0,boros
26555000.0,15869000.0,7962000.0,7632000.0,23831000.0,2724000.0,hemat
52210000.0,27194000.0,27629000.0,5707000.0,54823000.0,-2613000.0,boros
70258000.0,28269000.0,43767000.0,6464000.0,72036000.0,-1778000.0,boros
77491000.0,46118000.0,29138000.0,12673000.0,75256000.0,2235000.0,normal
48239000.0,26281000.0,18880000.0,5201000.0,45161000.0,3078000.0,normal
31958000.0,19818000.0,13979000.0,3451000.0,33797000.0,-1839000.0,normal
80699000.0,29336000.0,50101000.0,5742000.0,79437000.0,1262000.0,boros
38329000.0,22524000.0,12339000.0,8499000.0,34863000.0,3466000.0,normal
89498000.0,56945000.0,17039000.0,23258000.0,73984000.0,15514000.0,hemat
38895000.0,25580000.0,13150000.0,5604000.0,38730000.0,165000.0,normal
90786000.0,41100000.0,45698000.0,12521000.0,86798000.0,3988000.0,boros
10856000.0,6201000.0,4108000.0,1285000.0,10309000.0,547000.0,normal
32484000.0,14554000.0,18816000.0,2487000.0,33370000.0,-886000.0,boros
27689000.0,13909000.0,7754000.0,7578000.0,21663000.0,6026000.0,hemat
87775000.0,44028000.0,33130000.0,22052000.0,77158000.0,10617000.0,hemat
80654000.0,52485000.0,22812000.0,10905000.0,75297000.0,5357000.0,normal
64470000.0,41062000.0,18932000.0,14043000.0,59994000.0,4476000.0,normal
72948000.0,48955000.0,20193000.0,24059000.0,69148000.0,3800000.0,hemat
82144000.0,49620000.0,28435000.0,14010000.0,78055000.0,4089000.0,normal
18317000.0,11185000.0,4693000.0,5508000.0,15878000.0,2439000.0,hemat
30360000.0,19957000.0,11090000.0,4632000.0,31047000.0,-687000.0,normal
5938000.0,3771000.0,980000.0,1984000.0,4751000.0,1187000.0,hemat
29368000.0,17987000.0,10508000.0,3769000.0,28495000.0,873000.0,normal
65457000.0,39208000.0,20095000.0,12788000.0,59303000.0,6154000.0,normal
67562000.0,43763000.0,12264000.0,15243000.0,56027000.0,11535000.0,hemat
40001000.0,26361000.0,13001000.0,5723000.0,39362000.0,639000.0,normal
16958000.0,10494000.0,5492000.0,2542000.0,15986000.0,972000.0,normal
5977000.0,2889000.0,3219000.0,368000.0,6108000.0,-131000.0,boros
23944000.0,13592000.0,10067000.0,2846000.0,23659000.0,285000.0,normal
9126000.0,5325000.0,3055000.0,1738000.0,8380000.0,746000.0,normal
89860000.0,44999000.0,46922000.0,7320000.0,91921000.0,-2061000.0,boros
15383000.0,7224000.0,8078000.0,1201000.0,15302000.0,81000.0,boros
73086000.0,43516000.0,30066000.0,7388000.0,73582000.0,-496000.0,normal
36917000.0,24151000.0,8187000.0,6131000.0,32338000.0,4579000.0,hemat
58408000.0,33901000.0,21168000.0,7664000.0,55069000.0,3339000.0,normal
48639000.0,23534000.0,28463000.0,2371000.0,51997000.0,-3358000.0,boros
6758000.0,4295000.0,1885000.0,1310000.0,6180000.0,578000.0,normal
77194000.0,32714000.0,55159000.0,2829000.0,87873000.0,-10679000.0,boros
80395000.0,51897000.0,22373000.0,16327000.0,74270000.0,6125000.0,normal
28618000.0,12219000.0,16847000.0,1923000.0,29066000.0,-448000.0,boros
14131000.0,6924000.0,7599000.0,568000.0,14523000.0,-392000.0,boros
10781000.0,4121000.0,7134000.0,709000.0,11255000.0,-474000.0,boros
75517000.0,47361000.0,26888000.0,11029000.0,74249000.0,1268000.0,normal
54474000.0,24037000.0,31138000.0,3769000.0,55175000.0,-701000.0,boros
34072000.0,23168000.0,9946000.0,5796000.0,33114000.0,958000.0,normal
31223000.0,19025000.0,11880000.0,4644000.0,30905000.0,318000.0,normal
49425000.0,29461000.0,16400000.0,9269000.0,45861000.0,3564000.0,normal
26760000.0,14589000.0,11043000.0,3160000.0,25632000.0,1128000.0,normal
3518000.0,2111000.0,906000.0,884000.0,3017000.0,501000.0,hemat
38693000.0,15233000.0,22616000.0,4538000.0,37849000.0,844000.0,boros
83643000.0,52818000.0,23638000.0,10841000.0,76456000.0,7187000.0,normal
71762000.0,35907000.0,38125000.0,7293000.0,74032000.0,-2270000.0,boros
80936000.0,36059000.0,49001000.0,6546000.0,85060000.0,-4124000.0,boros
55572000.0,36761000.0,20267000.0,9917000.0,57028000.0,-1456000.0,normal
6348000.0,3782000.0,2318000.0,775000.0,6100000.0,248000.0,normal
42869000.0,27179000.0,12122000.0,8781000.0,39301000.0,3568000.0,hemat
3552000.0,2080000.0,1382000.0,614000.0,3462000.0,90000.0,normal
88802000.0,49931000.0,28828000.0,18751000.0,78759000.0,10043000.0,hemat
57807000.0,23734000.0,40691000.0,4297000.0,64425000.0,-6618000.0,boros
3081000.0,1544000.0,1767000.0,250000.0,3311000.0,-230000.0,boros
90610000.0,46597000.0,43272000.0,6521000.0,89869000.0,741000.0,boros
35376000.0,16440000.0,20184000.0,1921000.0,36624000.0,-1248000.0,boros
15173000.0,10201000.0,4680000.0,1741000.0,14881000.0,292000.0,normal
68721000.0,31263000.0,29771000.0,11949000.0,61034000.0,7687000.0,normal
15062000.0,6946000.0,8974000.0,953000.0,15920000.0,-858000.0,boros
21897000.0,12538000.0,4466000.0,6639000.0,17004000.0,4893000.0,hemat
9531000.0,6017000.0,2638000.0,1927000.0,8655000.0,876000.0,hemat
59891000.0,33171000.0,34469000.0,3361000.0,67640000.0,-7749000.0,boros
21023000.0,7422000.0,11423000.0,3881000.0,18845000.0,2178000.0,boros
74293000.0,31380000.0,45004000.0,5570000.0,76384000.0,-2091000.0,boros
58053000.0,25805000.0,35039000.0,2227000.0,60844000.0,-2791000.0,boros
36528000.0,17435000.0,19902000.0,2913000.0,37337000.0,-809000.0,boros
92299000.0,58531000.0,23450000.0,15081000.0,81981000.0,10318000.0,normal
19401000.0,7659000.0,12256000.0,1328000.0,19915000.0,-514000.0,boros
69945000.0,36586000.0,30161000.0,9451000.0,66747000.0,3198000.0,normal
15811000.0,9946000.0,3661000.0,3531000.0,13607000.0,2204000.0,hemat
